serial_timesteps,n_updates,fps,policy_entropy,explained_variance,clipfrac,time_elapsed,policy_loss,value_loss,total_timesteps,approxkl,ep_len_mean,ep_reward_mean
20832,651,307,9.160974,0.07771438360214233,0.24023438,427.35334873199463,-0.025483046,0.0010153392,83328,0.014535918,500.0,3402.1449238499995
20864,652,323,9.1632395,0.14538997411727905,0.26367188,427.7698814868927,-0.012270508,0.0008662646,83456,0.021364488,500.0,3402.1449238499995
20896,653,296,9.157766,0.020608365535736084,0.2265625,428.16584277153015,-0.0121632805,0.00073776837,83584,0.016158255,500.0,3402.1449238499995
20928,654,300,9.145073,-0.0059947967529296875,0.140625,428.59814500808716,0.0021371993,0.001308055,83712,0.011760376,500.0,3402.1449238499995
20960,655,318,9.142387,-0.19131255149841309,0.17578125,429.0249836444855,-0.022357758,0.00071332394,83840,0.015531307,500.0,3402.1449238499995
20992,656,330,9.149729,-0.0001914501190185547,0.296875,429.42808294296265,-0.014643318,0.0006552185,83968,0.023160825,500.0,3402.1449238499995
21024,657,33,9.149289,-0.023670554161071777,0.15625,429.8155496120453,-0.015047324,1.0912416,84096,0.010976748,500.0,3568.535425530001
21056,658,293,9.152656,0.15861988067626953,0.27148438,433.5882580280304,-0.025887325,0.0008409121,84224,0.018368328,500.0,3568.535425530001
21088,659,298,9.149335,0.03556698560714722,0.26757812,434.02546405792236,-0.020580739,0.0013074669,84352,0.016506467,500.0,3568.535425530001
21120,660,268,9.148425,-0.007940173149108887,0.22460938,434.45531821250916,-0.010327686,0.0006587029,84480,0.016220141,500.0,3568.535425530001
21152,661,258,9.150759,0.001683950424194336,0.24609375,434.93386602401733,-0.0018959707,0.0008302389,84608,0.02094587,500.0,3568.535425530001
21184,662,250,9.145293,-0.007286787033081055,0.31640625,435.4307334423065,-0.027457554,0.0010099799,84736,0.028884394,500.0,3568.535425530001
21216,663,275,9.133118,-0.006472587585449219,0.13476562,435.9416677951813,-0.0114360005,0.0010075354,84864,0.009305782,500.0,3568.535425530001
21248,664,277,9.127052,-0.008769392967224121,0.1953125,436.4062850475311,-0.0092606135,0.00058766635,84992,0.0132133495,500.0,3568.535425530001
21280,665,279,9.131828,0.005202770233154297,0.125,436.86751770973206,-0.009066447,0.0005798856,85120,0.008272876,500.0,3568.535425530001
21312,666,299,9.135257,0.09103482961654663,0.36132812,437.3273115158081,-0.011957681,0.00060764386,85248,0.03415805,500.0,3568.535425530001
21344,667,299,9.139898,0.016451716423034668,0.21679688,437.75524973869324,-0.014734371,0.0014843522,85376,0.013788826,500.0,3568.535425530001
21376,668,292,9.141381,0.006253480911254883,0.18554688,438.18335366249084,-0.0085616745,0.0014427243,85504,0.012178302,500.0,3568.535425530001
21408,669,298,9.141674,0.012133359909057617,0.09375,438.62220788002014,-0.007442565,0.00065480993,85632,0.006227057,500.0,3568.535425530001
21440,670,331,9.1305275,0.010940611362457275,0.171875,439.05230474472046,-0.015496453,0.0009564117,85760,0.010743155,500.0,3568.535425530001
21472,671,328,9.113673,0.012187063694000244,0.19335938,439.43957901000977,-0.016443457,0.00061036105,85888,0.0139529165,500.0,3568.535425530001
21504,672,32,9.106162,-0.040598154067993164,0.2109375,439.82924914360046,-0.0152232405,1.5307271,86016,0.013466131,500.0,3741.9335799699998
21536,673,299,9.107031,0.21165180206298828,0.15820312,443.71054768562317,-0.021572983,0.005319563,86144,0.012066197,500.0,3741.9335799699998
21568,674,292,9.10754,0.007115185260772705,0.13671875,444.13886547088623,-0.002137091,0.002245945,86272,0.008946419,500.0,3741.9335799699998
21600,675,288,9.099588,0.047609806060791016,0.16601562,444.57725167274475,-0.01710365,0.00064488186,86400,0.012292882,500.0,3741.9335799699998
21632,676,297,9.090455,0.013914406299591064,0.3046875,445.0218315124512,0.020540237,0.0021684524,86528,0.026950035,500.0,3741.9335799699998
21664,677,293,9.088037,0.009110808372497559,0.21484375,445.4520843029022,-0.0016928874,0.0010102222,86656,0.017691784,500.0,3741.9335799699998
21696,678,295,9.080842,0.002280294895172119,0.30273438,445.8894741535187,-0.010363156,0.0013568498,86784,0.027171275,500.0,3741.9335799699998
21728,679,257,9.080522,0.02412867546081543,0.23046875,446.32548904418945,-0.01758614,0.00065102696,86912,0.0141477985,500.0,3741.9335799699998
21760,680,277,9.080335,0.017292141914367676,0.140625,446.8263511657715,-0.016570872,0.0016905437,87040,0.010288369,500.0,3741.9335799699998
21792,681,269,9.075707,0.010252654552459717,0.19921875,447.28894114494324,-0.0070877704,0.00092097017,87168,0.013551978,500.0,3741.9335799699998
21824,682,292,9.074762,0.019518136978149414,0.26953125,447.76454496383667,-0.016765798,0.0013126136,87296,0.022415554,500.0,3741.9335799699998
21856,683,288,9.078437,0.01259523630142212,0.19140625,448.2025320529938,-0.014898253,0.0008961398,87424,0.012018347,500.0,3741.9335799699998
21888,684,280,9.066822,0.04775893688201904,0.27148438,448.6498713493347,-0.010611087,0.00074487313,87552,0.019673422,500.0,3741.9335799699998
21920,685,304,9.053622,0.04523360729217529,0.1171875,449.106271982193,-0.0048211827,0.00050010724,87680,0.009108003,500.0,3741.9335799699998
21952,686,301,9.052682,0.011762797832489014,0.33007812,449.5287809371948,-0.027761709,0.00055680104,87808,0.025652248,500.0,3741.9335799699998
21984,687,312,9.048539,0.044079601764678955,0.23632812,449.9544711112976,-0.017784948,0.00079375453,87936,0.016101591,500.0,3741.9335799699998
22016,688,34,9.0550375,-0.07779419422149658,0.14257812,450.36436319351196,-0.017098807,1.2621101,88064,0.009273036,500.0,3908.1956192099997
22048,689,309,9.061037,-0.03602921962738037,0.099609375,454.0717988014221,-0.00718762,0.001766887,88192,0.0072274217,500.0,3908.1956192099997
22080,690,305,9.066981,0.02323305606842041,0.10546875,454.48708033561707,-0.0076008486,0.0014391567,88320,0.008146954,500.0,3908.1956192099997
22112,691,309,9.073114,-0.017475605010986328,0.21484375,454.9071385860443,-0.022007018,0.0008482757,88448,0.0139828725,500.0,3908.1956192099997
22144,692,304,9.074988,-0.17298102378845215,0.26367188,455.3213677406311,-0.025808934,0.00096378726,88576,0.017817127,500.0,3908.1956192099997
22176,693,303,9.064844,-0.011837601661682129,0.29882812,455.7429096698761,-0.012412106,0.0010919761,88704,0.02313962,500.0,3908.1956192099997
22208,694,307,9.046486,-0.015372872352600098,0.25195312,456.1650664806366,0.002223667,0.0010858481,88832,0.019699495,500.0,3908.1956192099997
22240,695,276,9.044602,-0.02997124195098877,0.09375,456.5833134651184,0.002741803,0.0005624754,88960,0.007568675,500.0,3908.1956192099997
22272,696,284,9.046545,-0.03093242645263672,0.171875,457.0478661060333,-0.014791145,0.00045260147,89088,0.011518166,500.0,3908.1956192099997
22304,697,269,9.040243,-0.05540037155151367,0.20703125,457.4986922740936,-0.0185133,0.0005476202,89216,0.01464081,500.0,3908.1956192099997
22336,698,265,9.038823,-0.016471266746520996,0.20703125,457.9753885269165,-0.00900686,0.001066888,89344,0.013064523,500.0,3908.1956192099997
22368,699,266,9.035777,0.013308703899383545,0.33398438,458.4596977233887,-0.025263809,0.0013461534,89472,0.029569605,500.0,3908.1956192099997
22400,700,262,9.034971,-0.01846158504486084,0.18164062,458.94075632095337,-0.017290097,0.00048246016,89600,0.016272377,500.0,3908.1956192099997
22432,701,271,9.037486,-0.006020545959472656,0.21875,459.4308965206146,-0.0008859264,0.0005803363,89728,0.017405337,500.0,3908.1956192099997
22464,702,263,9.041607,-0.1028909683227539,0.31640625,459.90286087989807,-0.017328534,0.00025213027,89856,0.036097497,500.0,3908.1956192099997
22496,703,302,9.043113,-0.0079118013381958,0.1953125,460.3896794319153,-0.0073201903,0.00082493015,89984,0.015324394,500.0,3908.1956192099997
22528,704,34,9.038338,-0.01754474639892578,0.23632812,460.81392884254456,-0.022347776,0.6394234,90112,0.020551005,500.0,4085.83533186
22560,705,319,9.034624,-0.09039413928985596,0.20507812,464.5257821083069,-0.0020182498,0.00087516755,90240,0.018393772,500.0,4085.83533186
22592,706,331,9.03039,-0.0021238327026367188,0.2578125,464.92651319503784,-0.016919065,0.00080367783,90368,0.016570836,500.0,4085.83533186
22624,707,321,9.026399,-0.01321554183959961,0.16210938,465.31306076049805,0.0004156162,0.00063802424,90496,0.009640307,500.0,4085.83533186
22656,708,312,9.026007,0.05385112762451172,0.21679688,465.71202421188354,-0.0073945066,0.0006975576,90624,0.014902873,500.0,4085.83533186
22688,709,313,9.027592,-0.01158154010772705,0.22460938,466.1216413974762,0.002667998,0.0004209754,90752,0.016495833,500.0,4085.83533186
22720,710,312,9.027776,-0.014859199523925781,0.12890625,466.53100419044495,-0.013013219,0.0004337213,90880,0.009293424,500.0,4085.83533186
22752,711,308,9.0276985,-0.00909876823425293,0.23242188,466.94370579719543,0.009694221,0.0002374318,91008,0.015567149,500.0,4085.83533186
22784,712,296,9.027618,-0.010162115097045898,0.23242188,467.35912132263184,-0.00892318,0.0004652306,91136,0.01471297,500.0,4085.83533186
22816,713,277,9.024813,-0.012769818305969238,0.2578125,467.7918417453766,-0.011720987,0.0006258903,91264,0.018307459,500.0,4085.83533186
22848,714,288,9.026441,-0.02262270450592041,0.26171875,468.2536895275116,-0.012073787,0.0002309274,91392,0.026998213,500.0,4085.83533186
22880,715,295,9.028975,-0.005411624908447266,0.22265625,468.69882822036743,-0.007457107,0.0001542191,91520,0.01622687,500.0,4085.83533186
22912,716,276,9.027869,-0.010304689407348633,0.22265625,469.13225078582764,0.0042469203,0.000425326,91648,0.01718792,500.0,4085.83533186
22944,717,264,9.029035,-0.0011864900588989258,0.20898438,469.5962014198303,-0.005568404,0.00022556537,91776,0.01650639,500.0,4085.83533186
22976,718,257,9.028623,-0.005721092224121094,0.22070312,470.0802254676819,-0.0047045224,0.0004407007,91904,0.016177421,500.0,4085.83533186
23008,719,31,9.023861,-0.048117876052856445,0.30078125,470.5773937702179,-0.023228887,1.3803,92032,0.023272514,500.0,4256.88271107
23040,720,301,9.016649,0.15524500608444214,0.20898438,474.6163384914398,-0.016617827,0.002573331,92160,0.018210363,500.0,4256.88271107
23072,721,324,9.016268,-0.01693105697631836,0.1484375,475.04119777679443,-0.008796312,0.000836023,92288,0.010841292,500.0,4256.88271107
23104,722,314,9.017528,-0.014868736267089844,0.18554688,475.43610310554504,-0.014250527,0.0009965998,92416,0.012950602,500.0,4256.88271107
23136,723,312,9.008827,-0.03763389587402344,0.15039062,475.8436830043793,-0.012659912,0.00032160818,92544,0.010902624,500.0,4256.88271107
23168,724,327,9.000288,-0.036583662033081055,0.23828125,476.2540748119354,-0.015622191,0.00073158037,92672,0.020740587,500.0,4256.88271107
23200,725,318,8.995982,0.022068262100219727,0.125,476.64552450180054,0.00067747873,0.0004925993,92800,0.010257859,500.0,4256.88271107
23232,726,312,8.991676,0.024294912815093994,0.1796875,477.04867482185364,-0.018449636,0.00043515064,92928,0.012607387,500.0,4256.88271107
23264,727,306,8.984993,-0.0009760856628417969,0.25976562,477.4604027271271,-0.021376876,0.0003218483,93056,0.016760537,500.0,4256.88271107
23296,728,315,8.985128,0.04462963342666626,0.30078125,477.87816762924194,-0.018102668,0.00024149417,93184,0.02534432,500.0,4256.88271107
23328,729,300,8.990855,0.019911766052246094,0.30664062,478.2846097946167,0.009572717,0.0005123147,93312,0.022704931,500.0,4256.88271107
23360,730,312,8.985019,0.05619478225708008,0.2734375,478.71089243888855,-0.0049000746,0.00033474775,93440,0.022734934,500.0,4256.88271107
23392,731,274,8.986474,0.021639466285705566,0.14453125,479.12106466293335,0.000844629,0.00029377505,93568,0.0111035565,500.0,4256.88271107
23424,732,292,8.987599,-0.06793665885925293,0.19335938,479.5885760784149,-0.001289634,0.000307587,93696,0.015283244,500.0,4256.88271107
23456,733,264,8.989741,-0.003017902374267578,0.15039062,480.02728509902954,-0.009445137,0.00026871215,93824,0.009838639,500.0,4256.88271107
23488,734,283,8.988631,0.002979874610900879,0.19335938,480.51147747039795,-0.019337822,0.0003056975,93952,0.0134293195,500.0,4256.88271107
23520,735,34,8.983025,-0.04976809024810791,0.16210938,480.9628870487213,-0.009242684,1.0957624,94080,0.01020536,500.0,4421.2153008000005
23552,736,290,8.980445,-0.03741002082824707,0.171875,484.7214159965515,-0.017634606,0.0014483011,94208,0.011712189,500.0,4421.2153008000005
23584,737,278,8.980321,-0.0005397796630859375,0.24804688,485.16308856010437,0.00560694,0.00093889853,94336,0.019567689,500.0,4421.2153008000005
23616,738,298,8.983367,0.029127299785614014,0.16992188,485.6232306957245,-0.001188119,0.0005973104,94464,0.014099236,500.0,4421.2153008000005
23648,739,322,8.97838,0.01026374101638794,0.40820312,486.0527985095978,-0.029037775,0.00084344053,94592,0.037165206,500.0,4421.2153008000005
23680,740,319,8.976279,-0.012381553649902344,0.2421875,486.45042181015015,-0.008712897,0.00063523353,94720,0.019710263,500.0,4421.2153008000005
23712,741,313,8.975895,-0.008842110633850098,0.24609375,486.8524351119995,-0.013005243,0.0005919937,94848,0.020259209,500.0,4421.2153008000005
23744,742,324,8.977303,-0.00880420207977295,0.34960938,487.26162552833557,0.0008315295,0.00055252004,94976,0.034618933,500.0,4421.2153008000005
23776,743,311,8.985584,-0.0788489580154419,0.25195312,487.6566617488861,-0.0016105762,0.00041523477,95104,0.019400172,500.0,4421.2153008000005
23808,744,320,8.992724,0.019787371158599854,0.21484375,488.06835436820984,-0.0074654664,0.0003350637,95232,0.021730255,500.0,4421.2153008000005
23840,745,314,8.991483,0.002797067165374756,0.35546875,488.4681737422943,-0.004118117,0.00030717647,95360,0.028433632,500.0,4421.2153008000005
23872,746,304,8.983406,0.011715412139892578,0.28515625,488.8756368160248,0.0026286263,0.0003874499,95488,0.022081986,500.0,4421.2153008000005
23904,747,321,8.97762,0.01788991689682007,0.15625,489.29698181152344,-0.015931409,0.000356831,95616,0.011574152,500.0,4421.2153008000005
23936,748,314,8.980428,0.0267145037651062,0.21679688,489.6956195831299,-0.012219457,0.00094921165,95744,0.01425592,500.0,4421.2153008000005
23968,749,291,8.987375,0.025423824787139893,0.16796875,490.10356736183167,1.3666926e-05,0.00037131784,95872,0.012374274,500.0,4421.2153008000005
24000,750,34,8.985434,0.0005041956901550293,0.24414062,490.5436692237854,-0.009298046,1.2081715,96000,0.0151637,500.0,4581.93829353
24032,751,298,8.982943,0.1577407717704773,0.1953125,494.2575490474701,-0.022091432,0.0060053333,96128,0.019037098,500.0,4581.93829353
24064,752,291,8.979899,0.016333341598510742,0.14453125,494.68633365631104,-0.0050174347,0.0011713265,96256,0.015169518,500.0,4581.93829353
24096,753,294,8.980516,0.0018546581268310547,0.171875,495.126051902771,0.00014948077,0.001391345,96384,0.010563082,500.0,4581.93829353
24128,754,294,8.987711,0.002074301242828369,0.31640625,495.5622773170471,-0.011320691,0.0009776633,96512,0.020471955,500.0,4581.93829353
24160,755,310,8.990678,-0.030133962631225586,0.13476562,495.9982726573944,0.0029955397,0.00082490256,96640,0.013594506,500.0,4581.93829353
24192,756,294,8.988593,-0.006157398223876953,0.21484375,496.4124712944031,-0.01594266,0.00060735154,96768,0.0140921185,500.0,4581.93829353
24224,757,299,8.994382,-0.008594512939453125,0.14257812,496.8487949371338,0.0046210876,0.00092807383,96896,0.010100156,500.0,4581.93829353
24256,758,296,8.998814,-0.004848957061767578,0.22851562,497.2765018939972,-0.014768947,0.00042263576,97024,0.020509025,500.0,4581.93829353
24288,759,317,8.995664,-0.006806135177612305,0.29101562,497.70848512649536,-0.015892632,0.00048730188,97152,0.028895084,500.0,4581.93829353
24320,760,316,8.989478,-0.018059253692626953,0.17773438,498.11179184913635,-0.0268409,0.00026450743,97280,0.017364722,500.0,4581.93829353
24352,761,317,8.984706,-0.003535032272338867,0.20507812,498.516893863678,-0.0101817185,0.0004170441,97408,0.0149281025,500.0,4581.93829353
24384,762,325,8.976227,0.012712299823760986,0.25976562,498.9220976829529,0.01484882,0.0004498478,97536,0.022727733,500.0,4581.93829353
24416,763,323,8.965201,-0.006403565406799316,0.14257812,499.31591844558716,-0.014745657,0.0001978364,97664,0.010752237,500.0,4581.93829353
24448,764,301,8.960708,0.0034746527671813965,0.28515625,499.7124526500702,-0.027138276,0.0001576468,97792,0.024457173,500.0,4581.93829353
24480,765,302,8.96344,0.02099621295928955,0.20703125,500.1384644508362,-0.0037304633,0.00034671635,97920,0.018347109,500.0,4581.93829353
24512,766,32,8.9636,-0.13654041290283203,0.32421875,500.56221866607666,-0.038555674,1.1687136,98048,0.036555514,500.0,4732.00218921
24544,767,313,8.968234,0.16856592893600464,0.25976562,504.5296492576599,-0.03920501,0.0027981391,98176,0.021300927,500.0,4732.00218921
24576,768,321,8.971737,-0.004711270332336426,0.28320312,504.93824100494385,-0.023081586,0.0012634872,98304,0.021579755,500.0,4732.00218921
24608,769,306,8.972259,-0.009397387504577637,0.1171875,505.33752489089966,-0.006880296,0.0011877655,98432,0.008817809,500.0,4732.00218921
24640,770,316,8.971302,0.01563626527786255,0.056640625,505.755175113678,-0.0035907945,0.00069805584,98560,0.004903215,500.0,4732.00218921
24672,771,313,8.963396,-0.017926454544067383,0.15039062,506.1598229408264,-0.0040828222,0.0007773113,98688,0.012794049,500.0,4732.00218921
24704,772,309,8.964313,-0.024732232093811035,0.21679688,506.5684771537781,-0.017140541,0.0007178287,98816,0.013659047,500.0,4732.00218921
24736,773,306,8.969328,-0.05028665065765381,0.20507812,506.9836902618408,-0.018249111,0.00048017077,98944,0.014543608,500.0,4732.00218921
24768,774,304,8.966758,-0.019906282424926758,0.15429688,507.40154337882996,0.0035607829,0.0007701544,99072,0.01588635,500.0,4732.00218921
24800,775,277,8.954333,-0.02000558376312256,0.22265625,507.823077917099,-0.013056418,0.0006114944,99200,0.016484916,500.0,4732.00218921
24832,776,303,8.946915,-0.04712653160095215,0.28320312,508.284969329834,-0.007984256,0.00045506904,99328,0.023134798,500.0,4732.00218921
